count_date,Unnamed: 0,road_name,adt,latitude,longitude,sampling_count
2010-02-10,653,KOWHAI RD (CAMPBELLS BAY),4559.0,-36.74757384320583,174.74987354500362,1
2010-02-10,310,MATIPO RD (TAKAPUNA),2199.0,-36.74641581092793,174.74587110389962,1
2010-02-10,1487,PUPUKE RD GLENFIELD,13278.0,-36.80192913609852,174.73240280358078,5
2010-02-11,4329,ZANDERS RD,272.0,-36.70947510474485,174.55497414116775,1
2010-02-11,361,ARARIMU VALLEY RD,214.0,-36.70801415448115,174.5557171620231,1
2010-02-11,358,ARARIMU VALLEY RD,986.0,-36.74020877104135,174.53373196922345,1
2010-02-13,2689,RIVERHEAD RD,2547.0,-36.7772105692592,174.56419639028442,3
2010-02-13,12419,TAKUTAI AVE,4456.0,-36.88021305152106,174.9042509902119,1
2010-02-13,12418,TAKUTAI AVE,3074.0,-36.87684713846081,174.90730875752658,1
2010-02-13,1536,BELL RD (BEACHLANDS),1431.0,-36.88483333161891,175.00043343373343,2
2010-02-13,3836,SANDBROOK AVE,991.0,-36.9728521311315,174.8803837307772,1
2010-02-13,4422,ROBINSON RD,259.0,-36.70414421813538,174.6247540295101,3
2010-02-13,2347,REYNOLDS RD,2638.0,-37.19093171253965,174.91235504765518,1
2010-02-13,2351,SHELLY BAY RD,1601.0,-36.884180058569186,175.00443316154374,2
2010-02-13,2353,BEACHLANDS RD,7188.0,-36.88851244228419,175.00727308801635,1
2010-02-13,5660,TWOMEY DR,1759.0,-37.18762171771382,174.91695779541766,1
2010-02-13,13017,WAITANGI FALLS RD,141.0,-37.226172436553504,174.74052956933116,2
2010-02-13,2354,BEACHLANDS RD,7158.0,-36.88764756301932,175.00351399371013,1
2010-02-13,2358,BEACHLANDS RD,5020.0,-36.88710186423393,175.00113220858208,2
2010-02-13,1639,QUEEN ST (PUKEKOHE),8288.0,-37.20713727660187,174.90056087373654,2
2010-02-13,12428,WAKELIN RD (BEACHLANDS),2720.0,-36.88584218135636,174.99832790715507,1
2010-02-13,2693,RIVERHEAD RD,3553.0,-36.76254046049829,174.5863267957936,1
2010-02-15,3197,ONEWA RD,25778.0,-36.810565830068825,174.73907667853138,10
2010-02-15,1443,WAIRAU RD (WEST),26347.0,-36.77474741701051,174.74267039695755,10
2010-02-15,40,AHUROA RD,1111.0,-36.51111230838114,174.66058487738002,3
2010-02-15,1576,OTEHA VALLEY RD,30252.0,-36.716916954352,174.71530946970108,12
2010-02-15,42,AHUROA RD,239.0,-36.489556456204646,174.62084038202536,2
2010-02-15,141,EAST COAST RD (TAKA/GLENFIELD/E.C,10557.0,-36.70247403401707,174.7211339239817,9
2010-02-15,4440,SALEYARDS RD (PUHOI),76.0,-36.51196838585413,174.65866017695046,1
2010-02-16,1524,PEAK RD,1727.0,-36.62688750642661,174.50170164783347,1
2010-02-16,353,ANDERSON RD 2 (KAUKAPAKAPA),77.0,-36.6321545652761,174.49215188534706,2
2010-02-17,2988,SEAVIEW RD (GLENFIELD),1774.0,-36.788493041839644,174.71039305993813,1
2010-02-17,561,MARLBOROUGH AVE,1195.0,-36.78509972567825,174.72441486811147,1
2010-02-17,1534,PEAK RD,1647.0,-36.72427475272651,174.50172595336124,1
2010-02-17,2987,SEAVIEW RD (GLENFIELD),2356.0,-36.78938456514503,174.71232922990365,2
2010-02-18,3847,MARSH RD,41.0,-36.32987138853468,174.39026438121894,1
2010-02-18,4428,RUN RD,317.0,-36.32884241964138,174.41190384287722,1
2010-02-18,3317,CHAPEL RD,19095.0,-36.954216418012216,174.909528999818,4
2010-02-18,4431,RUN RD,196.0,-36.34590434290421,174.36323720816026,1
2010-02-19,4331,ZANDERS RD,159.0,-36.709737232943475,174.5473105890546,2
2010-02-19,5425,FORESTRY RD 2 (WAITOKI),554.0,-36.64221508857713,174.55894518803302,1
2010-02-19,3732,BEACH RD (EC BAYS),5859.0,-36.72888788315058,174.75053551857238,1
2010-02-19,3731,BEACH RD (EC BAYS),8628.0,-36.746417293951616,174.76105885775982,1
2010-02-19,311,MAXWELTON DR,4871.0,-36.743707803407226,174.74244974292506,1
2010-02-19,644,BROWNS BAY RD (WEST),15315.0,-36.72739128664266,174.73887839637527,1
2010-02-19,366,ARARIMU VALLEY RD,105.0,-36.67226455033353,174.535604815705,1
2010-02-19,3268,ROSEDALE RD,8844.0,-36.737508768514644,174.72310308740677,1
2010-02-19,651,HASTINGS RD,4264.0,-36.73956846505113,174.74320730310689,1
2010-02-19,654,SUNRISE AVE,7638.0,-36.73568717231461,174.7392671153963,1
2010-02-21,3812,MILL RD (ARDMORE),11624.0,-37.0386091909564,174.9502941410159,1
2010-02-23,4406,REMIGER RD,67.0,-36.50060475035916,174.62702166059208,1
2010-02-23,4660,J TOLHOPF RD,72.0,-36.48336529591204,174.60069684206226,1
2010-02-23,4680,J TURNWALD RD,38.0,-36.51205142210957,174.62843378267272,1
2010-02-23,4676,TUNNEL RD,156.0,-36.50318106416182,174.6297887762475,1
2010-02-23,3054,CHURCH ST (DEVONPORT),2894.0,-36.8289715423,174.80319087615138,1
2010-02-23,342,AHUROA VALLEY RD,87.0,-36.48054476777855,174.55979616848893,1
2010-02-24,3797,MONUMENT RD,1107.0,-37.01452902499353,175.04750453248008,4
2010-02-24,31,WHITFORD PARK RD,3664.0,-36.973808108198696,174.99087587795734,1
2010-02-24,3777,SANDSTONE RD,6784.0,-36.95046524909558,174.96595540369754,1
2010-02-24,406,BIDDLE RD,62.0,-36.30514220591277,174.48196485292488,1
2010-02-24,29,WHITFORD PARK RD,8515.0,-36.948768928626706,174.96497973770823,1
2010-02-24,1653,MCNICOL RD,339.0,-37.00932744203809,175.06214336438669,4
2010-02-24,1662,TWILIGHT RD,622.0,-36.98039033541001,175.01633555572164,3
2010-02-24,3335,BROOKBY RD,3101.0,-37.002181412994965,174.95889231016156,1
2010-02-24,1658,TWILIGHT RD,955.0,-36.9819986004473,174.99369573512894,2
2010-02-24,1649,MCNICOL RD,601.0,-36.99089387999339,175.04509532305394,4
2010-02-24,12388,KIMPTONS RD,309.0,-36.97540813039839,175.00291490391584,4
2010-02-24,3802,TOURIST RD,947.0,-37.016823837518956,175.04142937736734,3
2010-02-25,3133,ASHLEY AVE (LONG BAY),2378.0,-36.692161833941896,174.73730106408783,1
2010-02-25,45,AHUROA RD,277.0,-36.46737559101257,174.54241219178527,1
2010-02-25,3001,CALLIOPE RD,5169.0,-36.828787135018274,174.79453063998193,1
2010-02-25,472,CLIFFORD RD (AHUROA),66.0,-36.47001871674997,174.5533798124854,1
2010-02-25,639,GLENVAR RD,8263.0,-36.700963672840004,174.72210768465692,1
2010-02-25,636,GLENVAR RD,1407.0,-36.692270267759106,174.74897731664382,1
2010-02-25,3775,BEACH RD (EC BAYS),2912.0,-36.69305071017201,174.74984563861776,2
2010-02-25,3056,TAINUI RD (DEVONPORT),1910.0,-36.824223955674526,174.8065886818967,1
2010-02-25,3085,IAN SAGE AVE,1938.0,-36.69297023692664,174.73872952991118,10
2010-02-26,3359,PAPAKURA/CLEVEDON RD,7574.0,-36.99844420163093,175.03370124857938,1
2010-02-26,446,BURMA RD,52.0,-36.34627894201008,174.3635891830091,1
2010-02-26,3360,WHITFORD RD (WHITFORD) (SR),8000.0,-36.944203762104976,174.96307704946477,1
2010-02-26,5012,WHITFORD-MARAETAI RD,10575.0,-36.94060734902085,174.97287696705703,1
2010-02-26,5013,WHITFORD-MARAETAI RD,9277.0,-36.93700823297075,174.98979432762783,1
2010-02-26,5014,WHITFORD-MARAETAI RD,9297.0,-36.924265107366864,174.99777020007744,1
2010-02-26,5015,WHITFORD-MARAETAI RD,9267.0,-36.895451610023336,175.01265050185384,3
2010-02-26,4435,RUN RD,174.0,-36.350483311033614,174.32481459643898,1
2010-02-26,5018,WHITFORD-MARAETAI RD,5981.0,-36.889049011043475,175.01338000591358,2
2010-02-26,447,BURMA RD,96.0,-36.351658329219866,174.32534714019783,1
2010-02-26,275,WHAREHINE RD,303.0,-36.32915882078791,174.41639931180714,1
2010-02-28,5445,LENZEN RD,73.0,-36.51313103022203,174.62594386503758,1
2010-03-01,4373,MOKOIA RD,21527.0,-36.81080767101732,174.71248126068556,9
2010-03-01,326,HUGH GREEN DR,9548.0,-36.73248940478281,174.72612643721732,1
2010-03-01,132,EAST COAST RD (TAKA/GLENFIELD/E.C,14225.0,-36.720929332629105,174.72395301584473,7
2010-03-01,1444,WAIRAU RD (WEST),26517.0,-36.77474741701051,174.74267039695755,10
2010-03-01,5448,MESSENGER RD,132.0,-36.63397047634286,174.7066574521289,1
2010-03-01,3015,MCCLYMONTS RD,10303.0,-36.724432188958545,174.71358429731026,7
2010-03-01,11286,TAKAHE RD,1494.0,-36.940423866474255,174.66671238445247,1
2010-03-01,3217,LAKE RD (DEVONPORT),32902.0,-36.80286964341332,174.7876039215321,12
2010-03-01,1474,ALBANY HIGHWAY (ALBANY),13654.0,-36.75175853365477,174.69492583834275,6
2010-03-01,515,DUCK CREEK RD (STILLWATER),1891.0,-36.633349002838365,174.69589585428062,1
2010-03-01,509,DUCK CREEK RD (STILLWATER),1999.0,-36.63579822827653,174.6840045628209,2
2010-03-02,270,WHAREHINE RD,163.0,-36.367000986444175,174.4495539289785,1
2010-03-03,4038,PARKER RD (KOMOKORIKI),32.0,-36.49263201782849,174.5306325015316,1
2010-03-03,3549,HAWKENS RD,70.0,-36.47257987855982,174.54008219339218,1
2010-03-03,10591,WECH ACCESS,117.0,-36.50211816897917,174.5254598439215,1
2010-03-04,4067,POYNER RD,49.0,-36.49039857358011,174.5006696768961,1
2010-03-04,3407,TE IRIRANGI DR (EAST BOUND/MANUKAU) (SW),16409.0,-36.98381538270902,174.88982128358384,2
2010-03-04,3383,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),14207.0,-36.97219805439932,174.8993854124297,1
2010-03-04,3387,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),12950.0,-36.95854031557711,174.90350479354674,3
2010-03-04,3628,KOMOKORIKI HILL RD,106.0,-36.49954834260189,174.49706128838844,1
2010-03-04,3806,TOURIST RD,563.0,-37.011418842588895,175.05536679486275,1
2010-03-04,3336,BROOKBY RD,3179.0,-36.98510509244301,174.99279939260924,1
2010-03-04,3848,MARTIN ACCESS RD,129.0,-36.50324001505326,174.50384291680575,1
2010-03-05,518,DUCK CREEK RD (STILLWATER),1632.0,-36.634130948585785,174.7074103315657,1
2010-03-05,3073,GLAMORGAN DR,2703.0,-36.7002622501551,174.74058404788315,3
2010-03-05,3075,GLAMORGAN DR,3162.0,-36.700461094579396,174.73869679242958,2
2010-03-05,3078,GLAMORGAN DR,3340.0,-36.70252261785647,174.73578801447803,2
2010-03-05,3312,CHAPEL RD,13438.0,-36.960789249884435,174.9077052081006,1
2010-03-05,3277,PORRITT AVE,1449.0,-36.812030399524936,174.71894304782776,1
2010-03-05,522,DUCK CREEK RD (STILLWATER),1335.0,-36.63697021732617,174.7124389498888,1
2010-03-06,2306,STANCOMBE RD,7530.0,-36.957757843078475,174.9101340791083,7
2010-03-06,2314,STANCOMBE RD,12972.0,-36.95917155838363,174.91804248925476,1
2010-03-06,2320,STANCOMBE RD,11548.0,-36.960214269965924,174.92378541551915,1
2010-03-06,3791,MURPHYS RD,9277.0,-36.97147554734344,174.92354094840923,4
2010-03-06,3306,CHAPEL RD,12692.0,-36.97793701599109,174.90290952664023,6
2010-03-06,3813,ORAMS RD,12170.0,-37.00831360202739,174.8931700047621,1
2010-03-08,1932,HURSTMERE RD,16005.0,-36.77766580117253,174.77510750639811,8
2010-03-08,2955,BARRYS POINT RD,11330.0,-36.79476552599261,174.7653481934795,3
2010-03-08,4387,NORTHCOTE RD (NORTH-SIDE LANE) (WEST),27821.0,-36.7902672707669,174.750138237095,6
2010-03-08,468,CHURCH HILL RD,59.0,-36.28250568121102,174.4437251905117,1
2010-03-08,5435,HARATAUA RD,59.0,-36.27334949402621,174.45909801622588,1
2010-03-08,2937,AKORANGA DR,16237.0,-36.79876896077004,174.7567314808713,6
2010-03-08,12973,RATA ST (NORTHBOUND),38331.0,-36.90128685883833,174.68272895684632,1
2010-03-08,1421,WAIRAU RD (EAST),22044.0,-36.7814422070776,174.7514166192565,6
2010-03-08,1401,GLENFIELD RD,21435.0,-36.794472356470266,174.72389650228283,8
2010-03-08,5401,BAY RD (PORT ALBERT),42.0,-36.27592420048193,174.4682194902856,1
2010-03-08,3247,ANZAC ST,18687.0,-36.789076487568714,174.76666327713886,6
2010-03-08,4433,RUN RD,179.0,-36.34538084838285,174.36092143346005,1
2010-03-09,10735,EASTGLEN RD,1427.0,-36.915199166550046,174.661280232712,1
2010-03-09,10897,WEST LYNN RD,1609.0,-36.922458478202365,174.66489543669522,1
2010-03-10,483,CORLETT RD,39.0,-36.35321932351281,174.4344876432148,1
2010-03-11,507,DENNIS RD (KOURAWHERO),131.0,-36.434502034716935,174.5917275454573,1
2010-03-11,2919,EDGERLEY RD,73.0,-36.42959245247057,174.5975616983968,1
2010-03-11,5451,OMAHA FLATS RD,4175.0,-36.344259260477294,174.73485382614723,1
2010-03-11,3862,MATTHEW RD,89.0,-36.43373985479503,174.59480205502808,1
2010-03-12,5455,OMAHA FLATS RD,3165.0,-36.33577156883883,174.74943884740406,1
2010-03-12,5140,PAPARIMU RD,484.0,-37.12868226750182,175.11686322408053,1
2010-03-12,5457,OMAHA FLATS RD,2891.0,-36.34136579372555,174.7601154982075,1
2010-03-12,3393,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),12002.0,-36.9382214996693,174.9093205750734,4
2010-03-12,3388,TE IRIRANGI DR (EAST BOUND/TAMAKI) (SE),15572.0,-36.94459486317147,174.907570715028,3
2010-03-12,13004,HUNUA RD (HUNUA),1780.0,-37.082223784073264,175.0249475590348,1
2010-03-12,5437,JONES RD (OMAHA FLATS),331.0,-36.34119340110945,174.753448699784,3
2010-03-15,376,AWANOHI RD,798.0,-36.68330588690107,174.69952151123124,4
2010-03-15,299,WILKS RD (EAST),1049.0,-36.65168991965096,174.66281610704743,1
2010-03-15,1577,OTEHA VALLEY RD,30309.0,-36.716916954352,174.71530946970108,12
2010-03-15,3784,MURPHYS RD,9177.0,-36.98310915476148,174.9203398903656,7
2010-03-15,3814,ORAMS RD,11335.0,-37.00687830527619,174.89725884684415,1
2010-03-15,2307,STANCOMBE RD,6934.0,-36.957757843078475,174.9101340791083,7
2010-03-15,3198,ONEWA RD,24756.0,-36.810565830068825,174.73907667853138,10
2010-03-15,3430,DUREY RD,599.0,-36.68927768803777,174.66989290037915,1
2010-03-16,3464,FITZGERALD RD (TAPORA),12.0,-36.35081296147134,174.32516564820125,1
2010-03-16,541,KAIPATIKI RD,12365.0,-36.78594041078994,174.7048676758622,6
2010-03-16,596,TRISTRAM AVE (EAST),17627.0,-36.77107262370154,174.74555625759152,1
2010-03-16,578,ARCHERS RD,7754.0,-36.78769718405655,174.73051335989285,6
2010-03-16,3950,OKAHUKURA RD,53.0,-36.38002881842015,174.28647512726613,1
2010-03-16,104,EAST COAST RD (TAKA/GLENFIELD/E.C,13056.0,-36.76583082045917,174.75568834966762,6
2010-03-16,1412,GLENFIELD RD,15544.0,-36.786002408811854,174.72183526188942,8
2010-03-16,591,FORREST HILL RD,13618.0,-36.7651574241841,174.74816690742185,9
2010-03-16,2929,ESMONDE RD,38955.0,-36.79576530651071,174.7696412185036,6
2010-03-16,3520,GUM STORE RD,108.0,-36.37700005060667,174.2898030342501,1
2010-03-17,10590,THE BULLOCK TRACK,110.0,-36.49910549482358,174.69709390620068,1
2010-03-17,47,AKA AKA RD,1137.0,-37.233985096121465,174.85345292182237,1
2010-03-17,3935,NGAREWA DR,232.0,-36.50187559591279,174.71015055646475,1
2010-03-17,2477,GLENBROOK-WAIUKU RD,6604.0,-37.206390267786105,174.75144452515602,1
2010-03-17,918,AWHITU RD,1969.0,-37.1858423618898,174.68293994817506,1
2010-03-17,922,PAERATA RD,10890.0,-37.185865747796214,174.90008384476158,1
2010-03-17,5134,MCENTEE RD (WAITAKERE),1825.0,-36.85539080391247,174.56184013470937,1
2010-03-17,2888,PUKAPUKA RD,143.0,-36.491215558122285,174.6678851746101,1
2010-03-17,3066,MANUKAU RD (PUKEKOHE),10612.0,-37.21254430321853,174.9106806369037,1
2010-03-17,1830,PAPARATA RD,1404.0,-37.18644034578424,174.99289748069572,1
2010-03-17,1766,ARARIMU RD,1312.0,-37.144467401609404,175.03483622241959,1
2010-03-17,3064,PUNI RD,7820.0,-37.21126927154632,174.88847195457546,1
2010-03-17,952,PUKEKOHE EAST RD,11793.0,-37.19638126643956,174.94080473886433,1
2010-03-17,2589,PATUMAHOE RD,2255.0,-37.22362322264282,174.86875248239608,1
2010-03-17,917,AWHITU RD,4075.0,-37.243610015208006,174.71600454193612,1
2010-03-17,0,WAIUKU RD,4954.0,-37.24546010392995,174.77091665229526,1
2010-03-18,422,BOOTH RD,59.0,-36.30304658662786,174.45145423665005,1
2010-03-19,5463,QUINTAL RD,68.0,-36.32751832290164,174.732477315588,1
2010-03-19,3455,FALLS RD (WARKWORTH),1002.0,-36.40693702883305,174.63964110627015,2
2010-03-19,4326,WYLLIE RD (WARKWORTH),291.0,-36.40793018714732,174.6336065841653,3
2010-03-21,12463,TAKANINI SCHOOL RD,2347.0,-37.03605072894871,174.9226170795686,2
2010-03-21,12457,OAKLEIGH AVE,2500.0,-37.036257549008496,174.9154045644674,2
2010-03-21,12460,SPARTAN RD,4348.0,-37.036179205426436,174.91132154281155,1
2010-03-21,2332,MANUROA RD,7489.0,-37.039280866554044,174.91850490746114,2
2010-03-21,2329,MANUROA RD,8867.0,-37.03989397956147,174.9162604740239,1
2010-03-21,12454,GRAHAM RD (TAKANINI),1809.0,-37.045784768711954,174.91927580951034,1
2010-03-22,142,EAST COAST RD (TAKA/GLENFIELD/E.C,10187.0,-36.70247403401707,174.7211339239817,9
2010-03-22,4093,UPPER WHANGATEAU RD,104.0,-36.3181203561166,174.74275081887234,2
2010-03-22,4461,SCHOLLUM RD,124.0,-36.3170931485828,174.74334056856358,1
2010-03-22,3545,HAURAKI RD (LEIGH),2137.0,-36.29379361883387,174.80154905391967,1
2010-03-24,3611,KAKARAEA RD,32.0,-36.382179885663966,174.36633402227082,1
2010-03-24,5529,UPPER HARBOUR HIGHWAY - SH18,4724.0,-36.79813346755807,174.6416219212408,4
2010-03-24,3513,GRICE RD,85.0,-36.30672199356001,174.4087204740313,1
2010-03-24,111,EAST COAST RD (TAKA/GLENFIELD/E.C,24740.0,-36.74561609972704,174.73954722206204,4
2010-03-24,3263,ROSEDALE RD,12826.0,-36.73600984279707,174.72515257617766,6
2010-03-24,2479,GREVILLE RD,17028.0,-36.72935034050025,174.72566422397804,7
2010-03-24,1605,OTEHA VALLEY RD,31032.0,-36.71773971975213,174.71388344752796,6
2010-03-24,1463,ALBANY HIGHWAY (ALBANY),22955.0,-36.76273464587681,174.71272226181495,6
2010-03-24,402,BEAVER RD,11.0,-36.2962110871967,174.4224070722954,1
2010-03-25,4295,TRIG RD (WHENUAPAI),7647.0,-36.81054481366094,174.61997152623337,1
2010-03-25,4127,WADE RIVER RD,3417.0,-36.63853505126018,174.74620685784848,1
2010-03-25,175,FRED TAYLOR DR,21272.0,-36.8200567764784,174.60449856626252,1
2010-03-25,3676,MAHURANGI WEST RD,777.0,-36.49080917476164,174.6614797289144,2
2010-03-25,3580,HUNGRY CREEK RD,69.0,-36.510640170876044,174.67179704729355,1
2010-03-25,1616,OTEHA VALLEY RD,23989.0,-36.71918068584637,174.71146343690967,6
2010-03-25,407,BILLING RD,51.0,-36.52764132580585,174.67752397766174,1
2010-03-25,66,BIRDWOOD RD (WAITAKERE),2209.0,-36.85459964898971,174.5969539467004,1
2010-03-26,4040,PARTRIDGE RD,75.0,-36.30288456821536,174.4757299549625,1
2010-03-26,3600,JV GRANT RD,47.0,-36.33346970971071,174.4260924286753,1
2010-03-26,4005,PAH HILL RD,88.0,-36.32648415935607,174.40931012268825,3
2010-03-29,4048,PHILLIPS RD (STREAMLANDS),29.0,-36.387900102259614,174.6250486481846,1
2010-03-29,3932,NEWTON RD (RIVERHEAD),23.0,-36.75260988716187,174.59489308828182,1
2010-03-29,4513,SMYTH RD,93.0,-36.400245487528366,174.602680977003,1
2010-03-30,408,BIRDSALL RD,45.0,-36.31335703686938,174.7559435947379,1
2010-03-30,3495,GOAT ISLAND RD,643.0,-36.281048818152144,174.7912694000093,1
2010-03-30,919,AWHITU RD,984.0,-37.11605162478492,174.6077644664659,1
2010-03-30,371,ASHTON RD (OMAHA),82.0,-36.31352022896845,174.76078117214695,1
2010-03-30,5141,WAIUKU-OTAUA RD,1873.0,-37.26062607035942,174.73027163110237,1
2010-03-31,183,GLENBROOK RD,8636.0,-37.14060994767233,174.87989104205363,1
2010-03-31,2541,LINWOOD RD,8168.0,-37.086665982993004,174.90763893878395,1
2010-03-31,2521,KINGSEAT RD,3328.0,-37.16589673483103,174.80535541339557,1
2010-03-31,2300,MCKENZIE RD (KINGSEAT),2443.0,-37.13703633602991,174.7845854688691,1
2010-03-31,1527,PEAK RD,1379.0,-36.646542277594094,174.517028092466,1
2010-03-31,1530,PEAK RD,1223.0,-36.6578431888253,174.52429821676216,1
2010-04-01,425,BOSHER RD,106.0,-36.27732312898136,174.537650889283,1
2010-04-01,424,BOSHER RD,137.0,-36.274305323978034,174.51346676814515,1
2010-04-01,5477,SHEPHERD RD,157.0,-36.25549528190474,174.52243091563415,1
2010-04-01,380,AWAPEKA RD,43.0,-36.266791389425954,174.49881695807153,1
2010-04-02,4004,PAH HILL RD,57.0,-36.32648415935607,174.40931012268825,3
2010-04-03,279,WHAREHINE RD,437.0,-36.28332775916097,174.43384195642915,1
2010-04-15,5648,HUDSON LANE,45.0,-36.39665043869342,174.53251672524743,1
2010-04-15,3662,LINTON RD,61.0,-36.39989727383469,174.5560862530711,1
2010-04-15,3989,OLD WOODCOCKS RD,287.0,-36.40665526903349,174.54658596960758,1
2010-04-15,4462,SCHOOL RD (KAIPARA FLATS),59.0,-36.40707452555358,174.54553486325162,1
2010-04-16,2885,WILSON RD 4 (WARKWORTH),808.0,-36.41207691025246,174.67136593370955,1
2010-04-16,3895,MOIR HILL RD,122.0,-36.473017826756795,174.63848752809864,1
2010-04-16,4460,SCHOLLUM ACCESS RD,47.0,-36.48074059987758,174.65822858110351,1
2010-04-19,1445,WAIRAU RD (WEST),26140.0,-36.77474741701051,174.74267039695755,10
2010-04-20,4427,ROSS RD,65.0,-36.22336467868951,174.48824171896823,1
2010-04-20,4144,WAIMANU RD,56.0,-36.2308961624226,174.50089092555336,1
2010-04-20,4119,VIPOND RD 2 (TOPUNI),74.0,-36.2294187427792,174.50440092400433,1
2010-04-20,3665,MAENEENE RD,70.0,-36.23014357842842,174.50052048809985,1
2010-04-21,1513,WERANUI RD (EAST),210.0,-36.54096322565515,174.68907193857189,1
2010-04-21,1509,WERANUI RD (EAST),306.0,-36.54264384628893,174.69893897462106,1
2010-04-21,236,WHANGAPARAOA RD,31105.0,-36.61206810433788,174.7122234577847,2
2010-04-21,1505,WERANUI RD (EAST),451.0,-36.54301934037996,174.70294642097323,1
2010-04-22,10739,RUA RD,8234.0,-36.91202681314685,174.66189612358673,2
2010-04-22,12776,BRUCE MCLAREN RD,9312.0,-36.894474097532665,174.62829773028258,1
2010-04-22,1945,BOLTON ST (WAITAKERE),9187.0,-36.91889936856393,174.69223122799522,1
2010-04-22,12738,BUTTERWORTH DR,2021.0,-36.89918858426512,174.65694891415646,2
2010-04-22,401,BEAVER RD,32.0,-36.29640366935229,174.4228894243837,1
2010-04-22,12024,KELWYN RD,5921.0,-36.90207334277477,174.66722447805316,3
2010-04-23,5119,PARRS CROSS RD,26574.0,-36.90678100090279,174.62739200501278,5
2010-04-23,508,DILL RD,43.0,-36.42707109263904,174.5249939417593,1
2010-04-23,4934,TITIRANGI RD,14741.0,-36.91905520561721,174.66397949805005,1
2010-04-23,3451,EVES RD,13.0,-36.429462374550816,174.49989730079704,1
2010-04-23,1994,VIEW RD (WAITAKERE),10398.0,-36.88800778404696,174.63643042373937,1
2010-04-23,2229,GOLF RD (WAITAKERE),9576.0,-36.92606454092349,174.66549029909953,1
2010-04-23,890,GREAT NORTH RD (WAITAKERE),21578.0,-36.88183554375097,174.64020335311702,1
2010-04-23,870,GREAT NORTH RD (WAITAKERE),34435.0,-36.89802469966649,174.64925864779755,1
2010-04-23,12837,BORDER RD,12755.0,-36.890095119389365,174.61629860427098,2
2010-04-24,3031,QUEENS PDE,4242.0,-36.831991981872285,174.79598469104238,1
2010-04-24,10598,APPIAN WAY,6760.0,-36.72422195512816,174.70500254646197,2
2010-04-24,3016,MCCLYMONTS RD,10437.0,-36.724432188958545,174.71358429731026,7
2010-04-24,2989,KERR ST (DEVONPORT),1108.0,-36.82861957258519,174.79905649222667,1
2010-04-24,328,COLISEUM DR,8598.0,-36.729360281490436,174.70307814250995,2
2010-04-24,5307,MERCARI WAY,18943.0,-36.732408237966645,174.70864390588605,2
2010-04-24,3052,KING EDWARD PDE,3931.0,-36.83089275799379,174.80250715899368,2
2010-04-26,3683,MAINLAND RD,86.0,-36.44088615838039,174.52882324991418,1
2010-04-26,196,WECH DR,178.0,-36.41109821365,174.6588099464894,1
2010-04-26,3218,LAKE RD (DEVONPORT),28578.0,-36.80286964341332,174.7876039215321,12
2010-04-26,4512,SMITH RD,279.0,-36.326499808650176,174.69666199554246,1
